      16,   0.021181,   0.045840,   0.993164
      32,   0.021913,   0.044619,   0.991577
      47,   0.020936,   0.045230,   0.989745
      63,   0.019349,   0.046206,   0.991699
      79,   0.018495,   0.045718,   0.992675
      94,   0.017640,   0.045352,   0.989868
     110,   0.018739,   0.044131,   0.992309
     126,   0.018861,   0.045108,   0.991943
     141,   0.016908,   0.044497,   0.988281
     157,   0.022157,   0.044742,   0.989990
     172,   0.023134,   0.045230,   0.989501
     188,   0.021913,   0.043765,   0.988036
     204,   0.017152,   0.042910,   0.988403
     219,   0.025209,   0.046939,   0.988525
     235,   0.019838,   0.044131,   0.989623
     251,   0.024721,   0.045962,   0.985595
     266,   0.020936,   0.042300,   0.989257
     282,   0.020692,   0.048404,   0.987670
     297,   0.018495,   0.046206,   0.986327
     313,   0.021181,   0.044986,   0.987426
     329,   0.023500,   0.045962,   0.988281
     344,   0.023866,   0.046817,   0.992065
     360,   0.020936,   0.044131,   0.986938
     376,   0.021425,   0.041567,   0.990478
     392,   0.021547,   0.046329,   0.991455
     407,   0.018983,   0.043521,   0.992553
     424,   0.022035,   0.044375,   0.991088
     438,   0.021425,   0.048648,   0.989745
     454,   0.018739,   0.047916,   0.981688
     469,   0.021303,   0.041323,   0.994262
     485,   0.020204,   0.045474,   0.988647
     501,   0.021058,   0.046084,   0.992309
     516,   0.016664,   0.044986,   0.988525
     532,   0.018006,   0.050723,   0.994018
     547,   0.019105,   0.045352,   0.988281
     563,   0.019105,   0.039858,   0.989135
     579,   0.020204,   0.044253,   0.989501
     594,   0.020326,   0.048526,   0.989379
     610,   0.021303,   0.041567,   0.993042
     626,   0.022890,   0.044497,   0.990600
     641,   0.017762,   0.047916,   0.992309
     657,   0.021669,   0.045840,   0.986327
     672,   0.020204,   0.048038,   0.992797
     688,   0.016419,   0.045230,   0.990234
     704,   0.021791,   0.042422,   0.993530
     720,   0.019227,   0.048404,   0.986694
     735,   0.021303,   0.046084,   0.993286
     751,   0.018617,   0.047183,   0.993164
     768,   0.021547,   0.044742,   0.992309
     782,   0.020448,   0.043399,   0.990112
     799,   0.019227,   0.040469,   0.990356
     813,   0.020082,   0.044131,   0.989623
     829,   0.018617,   0.046817,   0.988281
     844,   0.020082,   0.045962,   0.988891
     860,   0.021669,   0.040713,   0.991455
     876,   0.020204,   0.046573,   0.989379
     891,   0.020448,   0.045230,   0.986205
     907,   0.021669,   0.046084,   0.992431
     923,   0.024599,   0.046817,   0.986938
     938,   0.018495,   0.045596,   0.993164
     954,   0.014955,   0.042666,   0.991577
     969,   0.020204,   0.040713,   0.990356
     985,   0.017640,   0.046329,   0.993408
    1001,   0.020448,   0.041323,   0.993652
    1016,   0.019960,   0.042300,   0.987670
    1032,   0.017152,   0.046206,   0.992919
    1047,   0.023378,   0.048648,   0.992553
    1063,   0.017518,   0.041445,   0.985106
    1079,   0.019227,   0.046206,   0.992187
    1094,   0.023378,   0.043887,   0.991455
    1110,   0.020204,   0.046329,   0.991577
    1126,   0.022157,   0.046451,   0.985229
    1141,   0.019838,   0.044742,   0.993164
    1157,   0.019960,   0.045962,   0.992553
    1172,   0.022890,   0.043643,   0.987670
    1189,   0.020082,   0.046695,   0.983886
    1204,   0.021669,   0.046084,   0.988403
    1219,   0.023744,   0.048648,   0.990112
    1235,   0.021181,   0.042910,   0.987914
    1251,   0.019105,   0.044497,   0.991333
    1266,   0.022279,   0.044619,   0.987182
    1282,   0.019349,   0.043032,   0.990966
    1297,   0.022157,   0.045718,   0.991943
    1313,   0.018617,   0.046206,   0.987304
    1329,   0.020692,   0.042178,   0.990112
    1344,   0.020570,   0.043277,   0.991943
    1360,   0.021669,   0.041323,   0.991088
    1375,   0.018617,   0.044497,   0.988769
    1391,   0.019227,   0.045352,   0.991210
    1407,   0.022401,   0.043521,   0.993286
    1422,   0.021547,   0.043154,   0.990600
    1438,   0.019838,   0.046206,   0.986938
    1454,   0.022645,   0.047305,   0.988891
    1469,   0.023622,   0.047916,   0.994262
    1485,   0.016786,   0.042422,   0.991088
    1501,   0.019349,   0.052066,   0.989745
    1516,   0.020204,   0.047183,   0.989623
    1532,   0.021791,   0.045962,   0.992431
    1547,   0.020936,   0.048770,   0.989501
    1563,   0.019349,   0.047427,   0.992309
    1579,   0.021058,   0.046329,   0.988403
    1594,   0.022035,   0.048404,   0.989868
    1610,   0.019838,   0.046084,   0.990844
    1626,   0.021058,   0.045718,   0.989013
    1641,   0.018617,   0.044864,   0.986449
    1657,   0.025087,   0.043521,   0.989868
    1672,   0.020570,   0.043643,   0.986816
    1688,   0.019105,   0.044375,   0.988281
    1704,   0.020936,   0.052188,   0.988891
    1720,   0.020082,   0.044742,   0.990844
    1735,   0.018495,   0.043399,   0.993164
    1751,   0.022035,   0.043521,   0.990356
    1768,   0.023012,   0.042178,   0.991333
    1782,   0.021303,   0.044986,   0.994018
    1797,   0.018861,   0.046451,   0.991699
    1813,   0.021058,   0.045108,   0.985839
    1829,   0.023988,   0.048526,   0.992309
    1844,   0.018739,   0.046451,   0.985961
    1860,   0.019838,   0.048770,   0.989501
    1876,   0.021058,   0.042666,   0.989135
    1891,   0.016908,   0.045230,   0.995117
    1907,   0.019593,   0.041079,   0.988158
    1923,   0.021791,   0.043887,   0.990966
    1938,   0.020936,   0.048892,   0.990356
    1954,   0.019716,   0.047793,   0.992919
    1969,   0.018251,   0.046817,   0.991210
    1985,   0.016664,   0.048282,   0.990722
    2001,   0.022157,   0.045596,   0.993042
    2016,   0.023012,   0.046329,   0.991088
    2032,   0.018739,   0.044375,   0.990356
    2047,   0.022768,   0.046817,   0.987548
    2063,   0.021303,   0.045840,   0.990844
    2079,   0.024354,   0.041445,   0.988647
    2094,   0.019349,   0.047916,   0.989990
    2110,   0.017884,   0.048526,   0.990478
    2126,   0.021791,   0.048404,   0.988769
    2141,   0.022401,   0.042178,   0.991943
    2157,   0.021913,   0.047305,   0.988525
    2172,   0.022645,   0.043521,   0.991210
    2188,   0.022401,   0.045718,   0.991088
    2204,   0.020692,   0.045230,   0.993774
    2219,   0.020814,   0.049625,   0.985351
    2235,   0.019105,   0.049136,   0.992187
    2251,   0.020326,   0.043399,   0.994140
    2266,   0.017396,   0.044619,   0.988158
    2282,   0.020814,   0.040835,   0.989868
    2297,   0.020082,   0.050235,   0.993286
    2313,   0.020692,   0.041079,   0.989745
    2329,   0.022401,   0.044253,   0.989623
    2344,   0.018861,   0.041812,   0.987426
    2360,   0.017762,   0.043154,   0.986694
    2376,   0.018983,   0.047061,   0.994506
    2391,   0.017274,   0.045230,   0.987670
    2407,   0.023744,   0.047549,   0.993896
    2422,   0.018006,   0.044253,   0.990600
    2438,   0.018129,   0.049747,   0.989501
    2454,   0.021303,   0.043277,   0.989745
    2469,   0.018983,   0.047427,   0.991577
    2485,   0.020692,   0.046206,   0.987670
    2501,   0.022279,   0.043032,   0.991821
    2517,   0.019716,   0.042300,   0.987792
    2532,   0.022645,   0.041812,   0.987914
    2547,   0.019960,   0.045718,   0.985473
    2563,   0.019838,   0.044619,   0.991821
    2579,   0.019593,   0.045962,   0.991210
    2594,   0.019838,   0.048526,   0.979857
    2610,   0.022890,   0.043765,   0.999390
    2626,   0.018739,   0.045230,   0.980834
    2641,   0.017640,   0.045108,   0.990356
    2657,   0.019593,   0.046206,   0.990112
    2672,   0.018129,   0.041812,   0.986571
    2688,   0.017884,   0.048648,   0.992065
    2704,   0.019593,   0.041323,   0.993164
    2720,   0.020814,   0.046573,   0.989501
    2735,   0.018495,   0.050235,   0.986694
    2751,   0.021181,   0.047549,   0.991455
    2768,   0.018617,   0.045474,   0.990234
    2782,   0.023256,   0.042544,   0.993164
    2797,   0.021181,   0.046329,   0.989868
    2814,   0.021669,   0.042666,   0.994506
    2829,   0.025941,   0.043277,   0.991210
    2844,   0.020448,   0.045108,   0.989013
    2860,   0.020570,   0.040347,   0.985473
    2876,   0.022157,   0.046329,   0.992309
    2891,   0.019105,   0.041079,   0.988403
    2907,   0.018983,   0.049014,   0.981810
    2922,   0.019593,   0.048404,   0.989623
    2938,   0.023622,   0.044131,   0.992431
    2954,   0.018129,   0.041445,   0.988403
    2969,   0.019716,   0.047061,   0.984862
    2985,   0.021181,   0.045596,   0.993164
    3001,   0.022645,   0.048892,   0.987426
    3016,   0.018251,   0.043154,   0.991455
    3032,   0.022035,   0.040225,   0.988647
    3048,   0.019960,   0.045108,   0.989379
    3063,   0.018861,   0.045108,   0.994873
    3079,   0.020082,   0.041323,   0.989990
    3094,   0.019716,   0.045718,   0.990234
    3110,   0.022890,   0.045840,   0.992797
    3126,   0.020204,   0.045962,   0.986694
    3142,   0.020936,   0.049380,   0.982909
    3157,   0.020936,   0.048038,   0.982543
    3172,   0.019838,   0.043887,   0.982909
    3188,   0.017762,   0.044986,   0.991088
    3204,   0.020204,   0.043032,   0.991699
    3219,   0.022157,   0.045596,   0.981444
    3235,   0.020204,   0.043277,   0.990722
    3251,   0.016908,   0.048404,   0.993408
    3266,   0.021303,   0.044375,   0.988891
    3282,   0.021791,   0.044619,   0.990844
    3297,   0.025453,   0.045718,   0.989379
    3313,   0.019960,   0.044131,   0.991210
    3329,   0.025087,   0.047671,   0.988647
    3344,   0.021425,   0.047427,   0.988769
    3360,   0.022768,   0.047305,   0.990966
    3376,   0.021181,   0.045352,   0.988281
