      10,   0.009339,   0.983764,   0.207105
      25,   0.008973,   0.984984,   0.207593
      41,   0.008973,   0.984130,   0.206861
      56,   0.010438,   0.981566,   0.205396
      72,   0.010560,   0.980101,   0.207105
      88,   0.008606,   0.977904,   0.208204
     103,   0.010071,   0.981933,   0.207715
     119,   0.008973,   0.978758,   0.209546
     135,   0.009583,   0.976805,   0.208692
     150,   0.012635,   0.980223,   0.205030
     166,   0.015443,   0.984618,   0.202710
     181,   0.013612,   0.982299,   0.208082
     197,   0.010193,   0.979979,   0.205396
     213,   0.008729,   0.983275,   0.206983
     228,   0.011170,   0.980834,   0.205030
     244,   0.011292,   0.986938,   0.207837
     260,   0.008606,   0.982421,   0.207349
     275,   0.008851,   0.984618,   0.205762
     291,   0.013001,   0.979125,   0.203809
     306,   0.012757,   0.982787,   0.206128
     322,   0.010071,   0.980101,   0.207105
     338,   0.012513,   0.977904,   0.207593
     353,   0.009705,   0.984252,   0.207837
     369,   0.010193,   0.980712,   0.209058
     385,   0.008118,   0.979003,   0.207227
     400,   0.009827,   0.983886,   0.205884
     416,   0.009705,   0.975951,   0.212476
     432,   0.012269,   0.982909,   0.207105
     447,   0.010438,   0.983520,   0.205640
     463,   0.010560,   0.979491,   0.206372
     478,   0.011536,   0.980834,   0.207227
     494,   0.012391,   0.980101,   0.207227
     510,   0.009461,   0.987182,   0.204419
     525,   0.010193,   0.987060,   0.210767
     542,   0.008851,   0.981322,   0.209058
     556,   0.006165,   0.980834,   0.210889
     572,   0.011048,   0.980956,   0.208692
     588,   0.011903,   0.981322,   0.209546
     603,   0.011048,   0.978392,   0.208692
     619,   0.009827,   0.982177,   0.207105
     635,   0.009217,   0.981444,   0.205152
     650,   0.012635,   0.983764,   0.210523
     666,   0.011170,   0.985351,   0.206861
     682,   0.012391,   0.981810,   0.205518
     697,   0.010560,   0.979979,   0.206006
     713,   0.009827,   0.981566,   0.206861
     728,   0.012147,   0.980345,   0.209791
     744,   0.010193,   0.979003,   0.207471
     760,   0.011170,   0.984496,   0.209669
     775,   0.009705,   0.985961,   0.208204
     791,   0.008606,   0.981322,   0.209302
     806,   0.009949,   0.984862,   0.210157
     822,   0.009339,   0.981933,   0.205518
     838,   0.010071,   0.978758,   0.207471
     853,   0.013734,   0.983153,   0.207471
     869,   0.011658,   0.982909,   0.207349
     885,   0.007630,   0.982665,   0.206739
     900,   0.013123,   0.979003,   0.209546
     916,   0.012269,   0.984130,   0.207715
     932,   0.011170,   0.978636,   0.204785
     947,   0.013856,   0.982787,   0.207837
     963,   0.009705,   0.978270,   0.204297
     978,   0.008240,   0.980345,   0.204908
     994,   0.012391,   0.974852,   0.204175
    1010,   0.010804,   0.983397,   0.207349
    1025,   0.013123,   0.984618,   0.207959
    1041,   0.011414,   0.982299,   0.207471
    1057,   0.009583,   0.984496,   0.206983
    1072,   0.009095,   0.979979,   0.203321
    1088,   0.011048,   0.980834,   0.205274
    1103,   0.013123,   0.981078,   0.208814
    1119,   0.010316,   0.981566,   0.207715
    1135,   0.009705,   0.984374,   0.208204
    1150,   0.008118,   0.983764,   0.207349
    1166,   0.009095,   0.990234,   0.208814
    1181,   0.012757,   0.983764,   0.207227
    1197,   0.007752,   0.984374,   0.206739
    1213,   0.009949,   0.987914,   0.208692
    1228,   0.008118,   0.982299,   0.206739
    1244,   0.007264,   0.975829,   0.204175
    1260,   0.010438,   0.986816,   0.204175
    1275,   0.009339,   0.983031,   0.206983
    1291,   0.013001,   0.982055,   0.205884
    1306,   0.010804,   0.981688,   0.208692
    1322,   0.008851,   0.985106,   0.207593
    1338,   0.011292,   0.984374,   0.205030
    1353,   0.012757,   0.984862,   0.205762
    1369,   0.008240,   0.982909,   0.207227
    1385,   0.009949,   0.976561,   0.206617
    1400,   0.013612,   0.984496,   0.203443
    1416,   0.012269,   0.984618,   0.209180
    1431,   0.010926,   0.980956,   0.209546
    1447,   0.012513,   0.981200,   0.207105
    1463,   0.011048,   0.980956,   0.203198
    1478,   0.008606,   0.985717,   0.203565
    1494,   0.008851,   0.987914,   0.208204
    1510,   0.012635,   0.978514,   0.206372
    1525,   0.012513,   0.981933,   0.206617
    1541,   0.010926,   0.985351,   0.207227
    1557,   0.014588,   0.982909,   0.209302
    1572,   0.011781,   0.982055,   0.205762
    1588,   0.010926,   0.981078,   0.206861
    1603,   0.009949,   0.985106,   0.208326
    1619,   0.009461,   0.980956,   0.208570
    1635,   0.007508,   0.984618,   0.205030
    1650,   0.010438,   0.982543,   0.206617
    1668,   0.013001,   0.985717,   0.206250
    1682,   0.013245,   0.981566,   0.204297
    1697,   0.010682,   0.981810,   0.207593
    1713,   0.008240,   0.981200,   0.206617
    1728,   0.009827,   0.987060,   0.204419
    1744,   0.011414,   0.980956,   0.207227
    1760,   0.012635,   0.983397,   0.205884
    1775,   0.012025,   0.985229,   0.209058
    1791,   0.012269,   0.987670,   0.208692
    1806,   0.009217,   0.978514,   0.207959
    1822,   0.011170,   0.985839,   0.205518
    1838,   0.010438,   0.976561,   0.206006
    1853,   0.012879,   0.989135,   0.203931
    1869,   0.007630,   0.981933,   0.209058
    1885,   0.011781,   0.975829,   0.209302
    1900,   0.011903,   0.980590,   0.206617
    1916,   0.011292,   0.984618,   0.205518
    1931,   0.008729,   0.982055,   0.204785
    1947,   0.011536,   0.979857,   0.207593
    1963,   0.009705,   0.981566,   0.207227
    1979,   0.008973,   0.983031,   0.207227
    1994,   0.009217,   0.983642,   0.208082
    2010,   0.009705,   0.984496,   0.201489
    2025,   0.008606,   0.985717,   0.206006
    2041,   0.009705,   0.984740,   0.209180
    2056,   0.011536,   0.981688,   0.206739
    2072,   0.011048,   0.985106,   0.206983
    2088,   0.009339,   0.988647,   0.206861
    2103,   0.011781,   0.986327,   0.207959
    2119,   0.012147,   0.983520,   0.207959
    2135,   0.012269,   0.983153,   0.205640
